ImageName,VietnameseName,Price
148.jpeg,GÀ RÁN,25000
148.jpeg,GÀ SỐT CHUA NGỌT,29000
148.jpeg,GÀ SỐT CAY,29000
148.jpeg,GÀ LẮC PHÔ MAI,29000
148.jpeg,PIZZA XÚC XÍCH,49000
148.jpeg,PIZZA XÚC XÍCH PEPERONI,59000
148.jpeg,PIZZA HẢI SẢN,59000
148.jpeg,PIZZA SỐT BÒ HẦM,59000
148.jpeg,PIZZA TÔM,59000
148.jpeg,MÌ Ý BÒ BẰM,35000
148.jpeg,MÌ Ý BÒ BẰM XÚC XÍCH,35000
148.jpeg,KHOAI TÂY CHIÊN,15000
148.jpeg,COMBO 1,49000
148.jpeg,COMBO 2,54000
148.jpeg,COMBO 3,59000
161.jpeg,CƠM GÀ CHIÊN,30000
161.jpeg,CƠM GÀ XÉ,30000
161.jpeg,CƠM GÀ Ò Ó O,45000
161.jpeg,ĐÙI GÀ CƠ BẮP,30000
161.jpeg,GÀ LÊN MÂM,260000
161.jpeg,GÀ CƠ BẮP,260000
161.jpeg,PEPSI,12000
161.jpeg,COCA,12000
161.jpeg,REDBULL,15000
161.jpeg,NƯỚC SUỐI,5000
161.jpeg,SỮA ĐẬU NÀNH,6000
161.jpeg,RAU CÂU,6000
191.jpeg,BÁNH MÌ BƠ TỎI,45000
191.jpeg,BÁNH MÌ PHÔ MAI,55000
191.jpeg,BÁNH MÌ BRUSCHETTA,55000
191.jpeg,PANINO,85000
191.jpeg,CHEESEBURGER,115000
191.jpeg,ARANCINI,65000
191.jpeg,KHOAI TÂY CHIÊN,55000
191.jpeg,XÚC XÍCH ARRABBIATA,85000
191.jpeg,PARMIGIANA,85000
191.jpeg,GÀ SỐT CHANH,145000
191.jpeg,GÀ SỐT KEM NẤM,145000
191.jpeg,VẸM XANH NƯỚNG,135000
191.jpeg,BLADE STEAK - MỸ,215000
191.jpeg,RIB EYE - ÚC,325000
191.jpeg,TIÊU ĐEN,NOT GIVEN
191.jpeg,BBQ NHÀ LÀM,NOT GIVEN
191.jpeg,TỎI VÀ BƠ THẢO MỘC,NOT GIVEN
191.jpeg,BOSCAIOLA,NOT GIVEN
191.jpeg,"KEM, PHÔ MAI XANH",NOT GIVEN
192.jpeg,ALFREDO,105000
192.jpeg,NAPOLITANA,105000
192.jpeg,PESTO,115000
192.jpeg,BOSCAIOLA,125000
192.jpeg,CARBONARA,125000
192.jpeg,SICILIAN,125000
192.jpeg,PUTTANESCA,125000
192.jpeg,SAUSAGE ARRABBIATA,135000
192.jpeg,MARINARA,135000
192.jpeg,SPAGNOLA,135000
192.jpeg,BEEF RAGU,135000
192.jpeg,STROGANOFF,135000
192.jpeg,PUMPKIN AND RICOTTA RAVIOLI,115000
192.jpeg,SISTERS SALAD,75000
192.jpeg,CAESAR,85000
192.jpeg,CAPRESE,95000
193.jpeg,MARGHERITA,135000 - 185000
193.jpeg,PEPPERONI,145000 - 195000
193.jpeg,FORMAGGIO,145000 - 195000
193.jpeg,DIAVOLA,155000 - 205000
193.jpeg,HAWAIAN,155000 - 205000
193.jpeg,GIAPPONESE,155000 - 205000
193.jpeg,BBQ CHICKEN,155000 - 205000
193.jpeg,SWEET CHILLI CHICKEN,155000 - 205000
193.jpeg,CAPRICCIOSA,155000 - 205000
193.jpeg,TRUFFLE HUNTER,155000 - 205000
193.jpeg,SEAFOOD MARINARA,155000 - 205000
193.jpeg,MESSICANO,155000 - 205000
193.jpeg,CARNOSO,155000 - 205000
193.jpeg,ABBONDANZA,155000 - 205000
193.jpeg,CON HEO MẬP,165000 - 215000
193.jpeg,ITALIAN SAUSAGE,165000 - 215000
193.jpeg,BLU MANZO,165000 - 215000
193.jpeg,CALZONE - PIZZA PIE,175000
218.jpeg,BÁNH LỌC HUẾ,20000
218.jpeg,BÁNH NẬM HUẾ,25000
218.jpeg,CHẢ RAM BẮP,25000
218.jpeg,CHẢ RAM TÔM ĐẤT,39000
218.jpeg,CHẢ CÁ CUỐN RAU RĂM,35000
223.jpeg,SOUP RIÊU TÔM RONG BIẺN,65000
223.jpeg,SOUP CÁ HỒI NẤU CHUA CAY,75000
223.jpeg,HÀU SỐNG KIỂU 4Q,90000
223.jpeg,HÀU SỮA ĐÚT LÒ,90000
223.jpeg,XÌA ĐEN HẤP SẢ,95000
223.jpeg,TÔM SÚ BIỂN RANG LÁ TRÀ XANH,155000
223.jpeg,TÔM SÚ BIỂN NƯỚNG MUỐI ỚT,145000
223.jpeg,TÔM SÚ BIỂN TẨM DỪA CHIÊN XÙ,145000
223.jpeg,VẸM XANH NEW ZEALAND RANG LÁ QUẾ,95000
223.jpeg,VẸM XANH NEW ZEALAND SỐT KEM NẤM,99000
223.jpeg,CHẢ RAM TÔM ĐẤT,85000
223.jpeg,BÁNH XẾP NHÂN HÃI SẢN KIỂU HÀN QUỐC,89000
224.jpeg,SALLAD RAU CỦ CÁ HỒI,95000
224.jpeg,SALLAD CÁ NGỪ,85000
224.jpeg,GỎI SỨA QUY NHƠN,95000
224.jpeg,GỎI XOÀI CÁ CƠM,90000
224.jpeg,GỎI BÒ CAY 4Q,95000
224.jpeg,SALAD KIỂU Ý VỚI CÁ HỒI XÔNG KHÓI,11000
224.jpeg,BÁNH MÌ BƠ TỎI,30000
224.jpeg,KHOAI TÂY CHIÊN HOẶC NGHIỀN,40000
224.jpeg,CẢI THÌA XÀO NẤM ĐÔNG CÔ,45000
224.jpeg,RAU CỦ NƯỚNG HOẶC LUỘC,55000
225.jpeg,MỰC ỐNG HẤP/NƯỚNG,155000
225.jpeg,BẠCH TUỘC XỐC ĐÁ NÓNG,99000
225.jpeg,MÌ ĐÙI GÀ QUAY 4Q,99000
225.jpeg,MÌ TRỘN HẢI SẢN KIỂU 4Q,110000
225.jpeg,MÌ XÀO THỊT BÒ,99000
225.jpeg,CƠM CHIÊN MUỐI ỚT,60000
225.jpeg,CƠM CHIÊN HẢI SẢN,115000
225.jpeg,CƠM CHIÊN GÀ QUAY 4Q,99000
225.jpeg,CHÁO HÀU KHOAI MÔN,90000
226.jpeg,THĂN NỘI BÒ ÚC (RIB-EYE) NƯỚNG KIỂU ÂU,179000
226.jpeg,THĂN NỘI BÒ ÚC NƯỚNG KIỂU 4Q,179000
226.jpeg,CÁ HỒI ĐÚT LÒ SỐT CHANH DÂY,190000
226.jpeg,CÁ NGỪ ĐẠI DƯƠNG NƯỚNG SỐT TERIYAKI,145000
226.jpeg,BÒ ÚC LÚC LẮC,149000
226.jpeg,BẮP BÒ ÚC HẦM VANG ĐỎ,149000
226.jpeg,SƯỜNG NƯỚNG BBQ KIỂU HÀN QUỐC,129000
226.jpeg,SƯỜNG NƯỚNG BBQ KIỂU MỸ,129000
226.jpeg,SƯỜNG NƯỚNG KIỂU  4Q,129000
226.jpeg,GÀ NƯỚNG KIỂU THÁI 1/2C,145000
226.jpeg,GÀ NƯỚNG HẠT MẮC KHÉN 1/2C,145000
227.jpeg,CÁ NƯỚNG LÁ CHUỐI ,NOT GIVEN
227.jpeg,CÁ HẤP HỒNG KÔNG,NOT GIVEN
227.jpeg,LẪU MĂNG CHUA/ NẤU MẴN,NOT GIVEN
227.jpeg,TÔM HÙM NƯỚNG BƠ TỎI,950000 - 1600000
227.jpeg,TÔM HÔM ĐÚT LÒ VỚI PHÔ MAI,950000 - 1600000
227.jpeg,TÔM HÙM HẤP SẢ LÁ DỨA,950000 - 1600000
228.jpeg,CHÁO HẢI SẢN,95000
228.jpeg,CHÁO GÀ NẤU NGHỆ,125000
228.jpeg,LẪU GÀ TIỀM ỚT HIỂM,190000 - 290000
228.jpeg,LẪU NHÚNG BÒ MỸ KIỂU TỨ XUYÊN,245000
228.jpeg,LẪU THÁI HẢI SẢN,275000
228.jpeg,LẪU RIÊU TÔM HẢI SẢN,345000
228.jpeg,"CỦA HẤP SẢ, LÁ DỨA",NOT GIVEN
228.jpeg,LẪU CUA THÁI CHUA CAY,NOT GIVEN
230.jpeg,"DABECO, SAUVIGNON BLANC, VIETNAM",35000
230.jpeg,"CONNAISUER, SAUVIGNON BLANC, FRANCE",65000
230.jpeg,"DABECO EXPORT, CADINAL, VIETNAM",35000
230.jpeg,"CONNAISUER, SHIRAZ, FRANCE",75000
230.jpeg,"CONNAISUER, SAUVIGNON BLANC, FRANCE",390000
230.jpeg,"DABECO CLASSIC, SAUVIGNON BLANC, VIETNAM",190000
230.jpeg,"CONNAISUER, SHIRAZ, FRANCE 2005",480000
230.jpeg,"1895, CARBERNET SAUVIGNON, FRANCE, 2016",37000
230.jpeg,"CHIVO, CARBERNET SAUVIGNON, CHILE",450000
230.jpeg,"GLAMOUR, SPECIAL SELECTION, CARBERNET SAUVIGNON, CHILE",790000
230.jpeg,"LUCKY SEVEN, CARBERNET SAUVIGNON, AUSTRALIA, 2016",390000
230.jpeg,"DABECO CLASSIC, CARDINAL, VIETNAM",190000
230.jpeg,"DABECO STRONG WINE, CARBERNET SAUVIGNON, VIETNAM",250000
230.jpeg,"COLCH RESERVE, CARBERTNET SAUVIGNON, CHILE, 2014",320000
230.jpeg,"AVALON, CABERNET SHIRAZ MERLOT, AUSTRALIA",290000
293.jpeg,BÁNH TRÁNG CUỐN NÓNG,7000
293.jpeg,BÁNH TRÁNG,10000
293.jpeg,ĐẬU CHIÊN,20000
293.jpeg,THỊT LUỘC ,17000
293.jpeg,NEM CHUA RÁN,20000
293.jpeg,CHẢ CỐM,20000
293.jpeg,NEM NƯỚNG,20000
293.jpeg,CHẢ RAM,50000
294.jpeg,NƯỚC SẤU,15000
294.jpeg,NƯỚC MƠ,15000
294.jpeg,NƯỚC DÂU TẰM,15000
294.jpeg,TRÀ TẮC,10000
294.jpeg,TRÀ CHANH XẢ TẮC,15000
294.jpeg,TRÀ GỪNG,15000
294.jpeg,CHÈ TRÚC BẠCH,20000
294.jpeg,CHÈ DƯỠNG NHAN,15000
294.jpeg,NƯỚC SUỐI,7000
294.jpeg,NƯỚC NGỌT,12000
297.jpeg,TRÂN CHÂU ĐEN,3000
297.jpeg,TRÂN CHÂU TRẮNG,5000
297.jpeg,SƯƠNG SÁO,3000
297.jpeg,THẠCH PHO MAI,8000
297.jpeg,BÁNH PLAN,5000
297.jpeg,PUDDING TRỨNG,5000
297.jpeg,PUDDING SOCOLA,5000
297.jpeg,PUDDING DƯA LƯỚI,5000
297.jpeg,MACCHIATO VÁNG SỮA,5000
297.jpeg,KEM TRỨNG CHÁY,8000
297.jpeg,THẠCH DỪA,5000
298.jpeg,KEM VANI,6000
298.jpeg,KEM VANI TRÂN CHÂU ĐEN,10000
298.jpeg,KEM VANI TRÊN CHÂU TRẮNG,10000
298.jpeg,KEM SOCOLA,10000
298.jpeg,KEM SỐT DÂU,10000
298.jpeg,KEM SỐT VIỆT QUẤT,10000
298.jpeg,KEM VỊ COFE,10000
298.jpeg,KEM BẠC HÀ,10000
298.jpeg,KEM SỐT DƯA LƯỚI,10000
298.jpeg,KEM SỐT KIUI,10000
298.jpeg,KEM SỐT ỔI HÔNG,10000
298.jpeg,KEM SỐT ĐÀO,10000
298.jpeg,KEM SỐT XOÀI,10000
298.jpeg,KEM MATCHA,10000
298.jpeg,KEM MATCHA SOCOLO,12000
300.jpeg,CHẢ RAM TÔM ĐẤT ,75000
300.jpeg,ĐẬU NON CHÀ BÔNG,75000
300.jpeg, ĐẬU HỦ CHIÊN ,55000
300.jpeg, KHOAI LANG CHIÊN ,55000
300.jpeg, KHOAI TÂY CHIÊN ,65000
300.jpeg,BẮP XÀO HÀNH ,75000
300.jpeg, BẮP XÀO HẢI SẢN ,120000
300.jpeg,RONG NHO NGÂM ĐÁ,75000
300.jpeg, RONG NHO SALAT ,85000
300.jpeg, KHỔ QUA XÀO TRỨNG,55000
301.jpeg,RAU MUỐNG: LUỘC/ XÀO TỎI,55000
301.jpeg,RAU CẢI: LUỘC/ XÀO TỎI ,55000
301.jpeg,MÔNG TƠI: LUỘC/ XÀO TỎI,55000
301.jpeg,CẢI THẢO: LUỘC/ XÀO TỎI,55000
301.jpeg, NGỦ QUẢ KHO QUẸT ,69000
301.jpeg, ĐẬU BẮP LUỘC + TRỨNG ,55000
301.jpeg,BẦU LUỘC + TRỨNG,55000
302.jpeg,GỎI HẢI SẢN,99000
302.jpeg, GỎI SỨA,89000
302.jpeg, GỎI HÀU,89000
303.jpeg,ỐC LEN THÁI XÀO DỪA ,89000
303.jpeg,CÀNG GHẸ RANG MUỐI ,89000
303.jpeg, CÀNG GHẸ BƠ TỎI ,89000
303.jpeg,CÀNG CÚM NÚM RAM ME,89000
303.jpeg, CÀNG CÚM NÚM BƠ TỎI ,89000
303.jpeg, TÓP MỠ CHIÊN MẮM ,69000
303.jpeg, KHÔ CÁ ĐUỐI(MẮM ME) ,79000
303.jpeg, KHÔ MỰC CHIÊN MẮM/ NƯỚNG,79000
303.jpeg,MỰC MỘT NẮNG ,129000
304.jpeg,CƠM CHIÊN HẢI SẢN ,85000
304.jpeg,CƠM CHIÊN CÁ MẶN ,89000
304.jpeg, CƠM CHIÊN TRỨNG/ MUỐI ỚT ,55000
304.jpeg, MI XÀO HẢI SẢN/ MỰC,99000
304.jpeg, MI XÀO RAU NẮM ,85000
304.jpeg, CHÁO HẢI SẢN/ HÀU/ NGHÊU ,99000
304.jpeg, CHÁO CÁ BÓP ,140000
304.jpeg,MIẾN XÀO HẢI SẢN ,115000
304.jpeg,MIỄN XÀO RAU ,75000
305.jpeg,LẦU THÁI HẢI SẢN ,275000
305.jpeg,LẦU HẢI SẢN THẬP CẢM ,275000
305.jpeg,LẦU SỨA NƯỚC LÈO ,275000
305.jpeg,LẦU CÁ BÓP ,275000
305.jpeg, LẦU GÀ LÁ GIANG ,370000
306.jpeg,TÔM SÓT THÁI ÔNG MINH ,149000
306.jpeg,BÀO NGƯ HẦM TỨ PHẨM ,350000
306.jpeg,CÁ MÚ HẤP ÔNG MINH THỜI GIÁ,NOT GIVEN
306.jpeg,HÀU SỮA: NƯỚNG ÔNG MINH ,14000
306.jpeg,HÀU SỮA: MÙ TẠU/ MỠ HÀNH ,12000
306.jpeg,HÀU SỮA: NƯỚNG PHÔ MAI  ,15000
306.jpeg, SÒ MAI NƯỚNG MỠ HÀNH ,35000
307.jpeg,GÀ HẤP ,350000
307.jpeg,GÀ CHIÊN MẮM ,350000
307.jpeg,LẦU GÀ LÁ GIANG ,370000
308.jpeg,MỰC ỐNG: HẤP,NOT GIVEN
308.jpeg,MỰC ỐNG: NƯỚNG MỌI,NOT GIVEN
308.jpeg,MỰC ỐNG: CHIÊN TỎI,NOT GIVEN
308.jpeg,MỰC ỐNG: NHÚNG DỪA,NOT GIVEN
308.jpeg,MỰC CƠM HẤP,NOT GIVEN
308.jpeg,MỰC CƠM NƯỚNG MỌI,NOT GIVEN
308.jpeg,MỰC CƠM CHIÊN TỎI,NOT GIVEN
308.jpeg,MỰC CƠM NHÚNG DỪA,NOT GIVEN
309.jpeg,MỰC LÁ HẤP,NOT GIVEN
309.jpeg,MỰC LÁ NƯỚNG MẺ,NOT GIVEN
309.jpeg,MỰC LÁ CHIÊN TỎI,NOT GIVEN
309.jpeg,MỰC LÁ NHÚNG DỪA,NOT GIVEN
309.jpeg,BẠCH TUỘC HẤP,NOT GIVEN
309.jpeg,BẠCH TUỘC NƯỚNG GIA VỊ,NOT GIVEN
309.jpeg,BẠCH TUỘC NHÚNG MẺ/GIẤM,NOT GIVEN
326.jpeg,NƯỚC SUỐI,10000
326.jpeg,ĐẬU NÀNH,12000
326.jpeg,CHANH SẢ,15000
326.jpeg,COCA COLA,15000
326.jpeg,NHA ĐAM,15000
326.jpeg,SỮA BẮP,15000
326.jpeg,SẢ TẮC HẠT CHIA,15000
326.jpeg,SPRITE,15000
326.jpeg,FANTA CAM,15000
326.jpeg,TIGER,18000
326.jpeg,BÒ HÚC,18000
326.jpeg,HEINEKEN,23000
326.jpeg,BIA CHAY,25000
332.jpeg,"DABECO , SCUVLGNON BLONE , VIENAM ",35000
332.jpeg,"CONNAISSUER., SOUVIGNON BLENE, FRANCE ",65000
332.jpeg,"DABECO EXPORT., CODINOL,VIETNAM",35000
332.jpeg,"CONNAISUUEB, SHIRAZ, FRANCE",75000
332.jpeg,"CONNAISUUER , SAUVIGNON BLANE , FRANCE",390000
332.jpeg,"DABECO CLASSIC , SAUVIGNON BLANE , VIETNAM",190000
332.jpeg,"CONNAISSUEER., SHIRAZ,, FRANCE 2005",480000
332.jpeg,"1895, COTBERNEL SAUVIGNON , FRANCE , 2016",370000
332.jpeg,"CHIVO , CEBERNEL SOUVIGNON , CHILE 450.000.",450000
332.jpeg,"GLAMOUR., $PECLOL SELECLLON , CORBERNEL SAUVIGNON , CHILE",790000
332.jpeg,"LUCKY SEVEN , COBERNEL SOUVIGNON , AUSTRGLIO., 2016",390000
332.jpeg,"DABECO CLASSIC , CARDINAL,VIEINEM",190000
332.jpeg,"DABECO STRONG WINE , CARBERNET SAUVIGNON , VIETNEM",250000
332.jpeg,"COLCH RESEBVE, CARBERNET SOUVIGNON, CHILE, 2014",320000
332.jpeg,"LAVALON ,CABERET SHIRAZ MERTOL , AUSTRALIA",290000
333.jpeg,LÒNG CHIÊN MẮM ,49000
333.jpeg,LÒNG XÀO NGHỆ ,49000
333.jpeg,XÌA HẤP SẢ,55000
333.jpeg,XÌA HẤP THÁI,55000
333.jpeg,ẾCH XÀO SẢ ỚT ,55000
333.jpeg,ẾCH RANG LÁ CHANH,59000
333.jpeg,ẾCH RANG MUỐI ,59000
333.jpeg,ẾCH CHIÊN MẮM,59000
333.jpeg,ẾCH CHIÊN BƠ ,59000
333.jpeg,SỤN RANG MUỐI ,59000
333.jpeg,SỤN CHIÊN MUỐI,59000
333.jpeg,CÁNH GÀ RANG MUỐI,59000
333.jpeg,CÁNH GÀ CHIÊN MẮM ,59000
333.jpeg,CÁNH GÀ CHIÊN BƠ ,59000
333.jpeg,ỐC BƯƠU HẤP SẢ,59000
333.jpeg,ỐC BƯƠU XÀO SẢ,59000
333.jpeg,ỐC BƯƠU UM TIÊU,59000
333.jpeg,ỐC MÓNG TAY XÀO SẢ ,59000
333.jpeg,ỐC MÓNG TAY XÀO BƠ TỎI,59000
333.jpeg,ỐC MÓNG TAY XÀO RAU MUỐNG ,59000
333.jpeg,LƯỠI VỊT RANG MUỐI ,69000
333.jpeg,LƯỠI VỊT CHIÊN MẮM ,69000
333.jpeg,CÀ NA RANG MUỐI ,69000
333.jpeg,CÀ NA HẤP SẢ,69000
333.jpeg,CÀ NA XÀO SẢ,69000
333.jpeg,CÀ NA XÀO BƠ TỎI,69000
333.jpeg,CHÂN SỐT CÔ BA,69000
333.jpeg,CHÂN GÀ RANG MUỐI,69000
334.jpeg,BẠC XỈU CỐT DỪA,25000
334.jpeg,LATTE CAFÉ KEM DỪA,32000
334.jpeg,CAFÉ CỐT DAUWF XAY,30000
334.jpeg,SOCOLA CỐT DỪA XAY,34000
334.jpeg,SINH TỐ DỪA TƯƠI,32000
354.jpeg,CAFÉ ĐEN (NÓNG/ĐÁ),19000/21000
354.jpeg,CAFÉ SỮA (NÓNG/ĐÁ),21000/23000
354.jpeg,ESPRESSO (ĐEN/SỮA),21000/23000
354.jpeg,ESPRESSO CONPANNA,30000
354.jpeg,CAFÉ NY SIGNATURE,38000
354.jpeg,CAFÉ TRỨNG,45000
354.jpeg,CAFÉ DỪA,42000
354.jpeg,CAFÉ SỮA TƯƠI,35000
354.jpeg,CAFÉ KEM,39000
354.jpeg,BẠC XỈU (NÓNG/ĐÁ),29000
354.jpeg,BẠC XỈU KEM,35000
354.jpeg,CAPPUCCINO (NÓNG/ĐÁ),38000
354.jpeg,LATTE/CHAI,38000
354.jpeg,LATTE CAM CHÁY,45000
354.jpeg,MOCHA LATTEE,42000
354.jpeg,CAFÉ ĐÁ XAY,42000
354.jpeg,AMERICANO,32000
354.jpeg,CAFÉ SỮA TƯƠI ĐƯỜNG ĐEN,45000
354.jpeg,MATCHA SỮA TƯƠI TRÂN CHÂU Đ/ĐEN,45000
354.jpeg,SỮA TƯƠI TRÂN CHÂU ĐƯỜNG ĐEN,35000
354.jpeg,SỮA TƯƠI SƯƠNG SÁO ĐƯỜNG ĐEN,35000
354.jpeg,COLD BREW,35000
354.jpeg,V6,65000
354.jpeg,CHEMEX,65000
355.jpeg,MIỀN NHIỆT ĐỚI,35000
355.jpeg,TÍA TÔ,29000
355.jpeg,CAM DƯA LƯỚI,35000
355.jpeg,CAM VẮT,32000
355.jpeg,CHANH MUỐI,28000
355.jpeg,CANH TƯƠI,28000
355.jpeg,THƠM/CÀ RỐ/ CÀ CHUA,28000
355.jpeg,DƯA TẮC,39000
355.jpeg,DỪA TRÁI,NOT GIVEN
355.jpeg,BLUE SKY,35000
355.jpeg,GALAXY,35000
355.jpeg,SODA CHANH MUỐI,35000
355.jpeg,SODA TÍA TÔ,35000
355.jpeg,YAOURT ĐÁ/ĐÀO / VIỆT QUẤT,29000
355.jpeg,YAOURT NẾP CẨM,35000
355.jpeg,YAOURT DẺO,16000
355.jpeg,KEM TRỘN,27000
355.jpeg,KEM 2 MÀU,15000
355.jpeg,KEM PLAN,NOT GIVEN
356.jpeg,TRÀ SỮA NY,32000
356.jpeg,TRÀ SỮA ĐẬU,32000
356.jpeg,TRÀ SỮA GỪNG,32000
356.jpeg,TRÀ SỮA SOCOLA,32000
356.jpeg,TRÀ SỮA PLAN,32000
356.jpeg,TRÀ SỮA MATCHA,32000
356.jpeg,TRÀ ĐÀO,32000
356.jpeg,TRÀ ĐÀO CAM SẢ,38000
356.jpeg,TRÀ THẢO MỘC,35000
356.jpeg,TRÀ QUẾ,32000
356.jpeg,TRÀ GỪNG,29000
356.jpeg,TRÀ LIPTON,30000
356.jpeg,MATCHA LATTE,38000
356.jpeg,CAFÉ MACCHIATO ,42000
356.jpeg,TRÀ ĐEN MACCHIATO,42000
356.jpeg,MATCHA MACCHIATO,42000
356.jpeg,CAM DƯA LƯỚI MACCHIATO,42000
356.jpeg,CACAO MACCHIATO,42000
356.jpeg,CAFÉ ĐÁ XAY,39000
356.jpeg,MATCHA ĐÁ XAY,39000
356.jpeg,MOCHA/CARAME ĐÁ XAY,39000
356.jpeg,CACAO ĐÁ XAY,39000
356.jpeg,CHANH TUYẾT,29000
356.jpeg,DỪA ĐÁ XAY,39000
356.jpeg,DÂU ĐÁ XAY,39000
372.jpeg,CÀ CHUA,15000
372.jpeg,CÀ RỐT,15000
372.jpeg,DƯA HẤU,15000
372.jpeg,THANH LONG,15000
372.jpeg,RAU MÁ,15000
372.jpeg,ỔI,15000
372.jpeg,THƠM,20000
372.jpeg,TÁO,30000
372.jpeg,CÓC,20000
372.jpeg,BƯỞI,25000
372.jpeg,DÂU TÂY XAY,25000
372.jpeg,DÂU DẰM SỮA CHUA,30000
372.jpeg,CAM VẮT,25000
372.jpeg,DƯA LƯỚI,30000
376.jpeg,CÁ VIÊN CHIÊN,10000
376.jpeg,TÔM VIÊN CHIÊN,10000
376.jpeg,BÒ VIÊN CHIÊN,10000
376.jpeg,PHOMAI QUE,10000
376.jpeg,XÚC XÍCH ĐỨC,10000
376.jpeg,MỰC VIÊN CHIÊN,12000
376.jpeg,CÁ VIÊN RAU CỦ CHIÊN,15000
376.jpeg,CÁ VIÊN TRỨNG CÚT CHIÊN,15000
376.jpeg,CÁ VIÊN SỐT MAYONNAISE,15000
376.jpeg,KHOAI TÂY LẮC (PHOMAI/XÍ MUỘI),15000
376.jpeg,HÁ CẢO MINI (HẤP),16000
376.jpeg,HÁ CẢO TÔM THỊT (HẤP),20000
376.jpeg,COMBO CHIÊN 1,35000
376.jpeg,COMBO CHIÊN 2,40000
376.jpeg,COMBO CHIÊN 3,55000
446.jpeg,PHỞ BÒ TÁI,40000
446.jpeg,PHỞ XƯƠNG HEO,40000
446.jpeg,PHỞ GÀ,40000
446.jpeg,PHỞ BÒ VIÊN,40000
446.jpeg,"PHỞ TÁI,VIÊN",45000
446.jpeg,"PHỞ TÁI,XƯƠNG",45000
446.jpeg,"PHỞ BÒ,GÀ",45000
446.jpeg,"PHỞ GÀ,BÒ VIÊN",45000
446.jpeg,PHỞ THẬP CẨM,55000
468.jpeg,RAU RỪNG XÀO TỎI/ LUỘC,45000
468.jpeg,RAU MUỐN XÀO TỎI/ LUỘC,35000
468.jpeg,RAU LAN XÀO TỎI/LUỘC,35000
468.jpeg,CẢI XÀO TỎI/LUỘC,35000
468.jpeg,CẢI XÀO BÒ,79000
468.jpeg,THIÊN LÝ XÀO TỎI,39000
468.jpeg,THIÊN LÝ XÀO BÒ,79000
468.jpeg,BÔNG BÍ XÀO TỎI/LUỘC,39000
468.jpeg,BÔNG BÍ XÀO BÒ,79000
468.jpeg,KHỔ QUA XÀO TRỨNG,49000
468.jpeg,KHỔ QUA XÀO BÒ,79000
468.jpeg,XÚ LƠ XÀO TỎI,35000
468.jpeg,XÚ LƠ XÀO BÒ,79000
468.jpeg,NGŨ QUẢ LUỘC CHẤM KHO QUẸT,49000
469.jpeg,CƠM TRẮNG,22000
469.jpeg,CƠM NƯỚNG,5000
469.jpeg,MẮM RUỘT,9000
469.jpeg,MẮM CUA,19000
469.jpeg,KHO QUẸT MẬU DỊCH,19000
469.jpeg,MẮM RUỐC BA CHỈ,29000
469.jpeg,CÀ PHÁO MẬU DỊCH,12000
469.jpeg,DƯA MUỐI CHUA NHÀ MẬU,12000
469.jpeg,KIM CHI NHÀ MẬU,12000
469.jpeg,MẮM NGÂN KHO BA CHỈ,69000
469.jpeg,MẮM TRƯNG,35000
470.jpeg,THỊT KHO TỘ,79000
470.jpeg,THỊT LUỘC MẮM NÊM,79000
470.jpeg,THỊT KHO TÀU ,89000
470.jpeg,THỊT KHO DƯA CẢI,79000
470.jpeg,THỊT RANG CHÁY CẠNH,79000
470.jpeg,SƯỜN NON NƯỚNG MUỐI ỚT,89000
470.jpeg,SƯỜN NƯỚNG NGỌT,89000
470.jpeg,SƯỜN XÀO CHUA NGỌT,89000
470.jpeg,SƯỜN NON KHO TỘ,89000
470.jpeg,BA CHỈ NƯỚNG MUỐI ỚT,89000
470.jpeg,THỊT KHO TÔM,79000
470.jpeg,THỊT KHO MỰC CƠM,89000
470.jpeg,THỊT KHO CHẢ CÁ,79000
470.jpeg,THỊT KHO TRỨNG CÚT,79000
470.jpeg,THỊT KHO MẮM RUỐC,79000
470.jpeg,THỊT XÀO MĂNG,79000
470.jpeg,THỊT XÀO ĐẬU COVE,79000
471.jpeg,CÁ LÓC NẤU CHUA,79000
471.jpeg,CÁ LÓC NẤU CHUỐI KHẾ,79000
471.jpeg,CÁ LÓC NẤU CẢI,79000
471.jpeg,CÁ BỐP NẤU CHUA,109000
471.jpeg,CÁ BỐP NẤU NGÓT/NẤU MẴN,109000
471.jpeg,CÁ THU NẤU NGÓT/NẤU MẴN,109000
471.jpeg,CÁ DÌA NẤU NGÓT/NẤU MẴN,109000
471.jpeg,CÁ DÌA NẤU LÁ GIANG,109000
471.jpeg,CÁ CỜ NẤU CHUA,109000
471.jpeg,CÁ CỜ NẤU NGÓT/MẴN,109000
471.jpeg,CHẢ CÁ THÁC LÁC NẤU CHUA,89000
471.jpeg,CHẢ CÁ THÁC LÁC NẤU KHỔ QUA,89000
471.jpeg,CHẢ CÁ THÁC LÁC NẤU LÁ GIANG,89000
471.jpeg,CÁ DIẾC NẤU RAU RĂM,79000
471.jpeg,CÁ DIẾC NẤU RAU DIẾP CÁ,79000
471.jpeg,CAÁ TRÊ NẤU CHUỐI KHẾ,79000
471.jpeg,CÁ CHẠCH NẤU CHUỐI KHẾ,79000
471.jpeg,CÁ ĐUỐI NẤU CHUỐI KHẾ,79000
472.jpeg,CÁ DÌA CHIÊN MẮM XOÀI,109000
